t,J,phi,r
1.030300000000000082e+01,-2.365942635944342509e-01,1.148677339519562713e-03,9.787437985096778537e-01
1.030400000000000027e+01,-2.452675895875345846e-01,1.214771861434344770e-03,9.787547026067989764e-01
1.030499999999999972e+01,-2.535886172819971640e-01,1.280619595936458802e-03,9.787656428521326335e-01
1.030600000000000094e+01,-2.615564002227799278e-01,1.346211946748543864e-03,9.787766189057603983e-01
1.030700000000000038e+01,-2.691703975218334710e-01,1.411540671402129613e-03,9.787876304271895256e-01
1.030799999999999983e+01,-2.764304720334011534e-01,1.476597881829275465e-03,9.787986769214523930e-01
1.030900000000000105e+01,-2.833368881121048344e-01,1.541376044549110395e-03,9.788097581967591942e-01
1.031000000000000050e+01,-2.898903089571766012e-01,1.605867980451474971e-03,9.788208738035528711e-01
1.031099999999999994e+01,-2.960917935463835970e-01,1.670066864180344253e-03,9.788320231662407389e-01
1.031199999999999939e+01,-3.019427931635093598e-01,1.733966223120023738e-03,9.788432060447487260e-01
1.031300000000000061e+01,-3.074451475242208631e-01,1.797559935987631807e-03,9.788544222701741626e-01
1.031400000000000006e+01,-3.126010805047046426e-01,1.860842231035688982e-03,9.788656712982748420e-01
1.031499999999999950e+01,-3.174131954785857079e-01,1.923807683869081190e-03,9.788769524276098588e-01
1.031600000000000072e+01,-3.218844702678165248e-01,1.986451214881061484e-03,9.788882653132062739e-01
1.031700000000000017e+01,-3.260182517131371971e-01,2.048768086313319196e-03,9.788996093809599897e-01
1.031799999999999962e+01,-3.298182498710292565e-01,2.110753898945542505e-03,9.789109843283759771e-01
1.031900000000000084e+01,-3.332885318434700705e-01,2.172404588420269282e-03,9.789223900114205623e-01
1.032000000000000028e+01,-3.364335152477480051e-01,2.233716421209187061e-03,9.789338256433347540e-01
1.032099999999999973e+01,-3.392579613339972711e-01,2.294685990227429868e-03,9.789452907621307709e-01
1.032200000000000095e+01,-3.417669677579489584e-01,2.355310210102733171e-03,9.789567847538592771e-01
1.032300000000000040e+01,-3.439659610171712512e-01,2.415586312106682027e-03,9.789683070982568847e-01
1.032399999999999984e+01,-3.458606885595086888e-01,2.475511838755622366e-03,9.789798575309408557e-01
1.032500000000000107e+01,-3.474572105721471238e-01,2.535084638089122287e-03,9.789914352863594571e-01
1.032600000000000051e+01,-3.487618914605697396e-01,2.594302857634217703e-03,9.790030399180132958e-01
1.032699999999999996e+01,-3.497813910271390103e-01,2.653164938063958065e-03,9.790146711218620235e-01
1.032799999999999940e+01,-3.505226553584656624e-01,2.711669606559067181e-03,9.790263281678821539e-01
1.032900000000000063e+01,-3.509929074318865472e-01,2.769815869881897975e-03,9.790380104067866185e-01
1.033000000000000007e+01,-3.511996374514511077e-01,2.827603007172005325e-03,9.790497174609626985e-01
1.033099999999999952e+01,-3.511505929235742562e-01,2.885030562473103050e-03,9.790614487562435686e-01
1.033200000000000074e+01,-3.508537684833972214e-01,2.942098337001266498e-03,9.790732038742911980e-01
1.033300000000000018e+01,-3.503173954829434944e-01,2.998806381164633838e-03,9.790849819655486064e-01
1.033399999999999963e+01,-3.495499313520417095e-01,3.055154986344991389e-03,9.790967826473933044e-01
1.033500000000000085e+01,-3.485600487436840700e-01,3.111144676451939317e-03,9.791086053606903317e-01
1.033600000000000030e+01,-3.473566244756540744e-01,3.166776199260474493e-03,9.791204494243983536e-01
1.033699999999999974e+01,-3.459487282796970264e-01,3.222050517543110972e-03,9.791323142710623983e-01
1.033800000000000097e+01,-3.443456113711960143e-01,3.276968800007789076e-03,9.791441992795877347e-01
1.033900000000000041e+01,-3.425566948507139386e-01,3.331532412053029180e-03,9.791561040570966323e-01
1.033999999999999986e+01,-3.405915579501625490e-01,3.385742906351971952e-03,9.791680277004637389e-01
1.034100000000000108e+01,-3.384599261362989941e-01,3.439602013277071220e-03,9.791799697275413994e-01
1.034200000000000053e+01,-3.361716590838219054e-01,3.493111631177376556e-03,9.791919295129148937e-01
1.034299999999999997e+01,-3.337367385310006651e-01,3.546273816520454942e-03,9.792039064728844666e-01
1.034399999999999942e+01,-3.311652560308863125e-01,3.599090773911112814e-03,9.792159001274923780e-01
1.034500000000000064e+01,-3.284674006107860533e-01,3.651564845999271010e-03,9.792279096745460931e-01
1.034600000000000009e+01,-3.256534463531795542e-01,3.703698503289237602e-03,9.792399345174381819e-01
1.034699999999999953e+01,-3.227337399113299199e-01,3.755494333862981378e-03,9.792519740906875381e-01
1.034800000000000075e+01,-3.197186879723756814e-01,3.806955033029804907e-03,9.792640281435582850e-01
1.034900000000000020e+01,-3.166187446816615680e-01,3.858083392915065499e-03,9.792760957151126489e-01
1.034999999999999964e+01,-3.134443990410148984e-01,3.908882292000525997e-03,9.792881762903041798e-01
1.035100000000000087e+01,-3.102061622945018193e-01,3.959354684628975905e-03,9.793002691222814082e-01
1.035200000000000031e+01,-3.069145553148486805e-01,4.009503590485777660e-03,9.793123735978214173e-01
1.035299999999999976e+01,-3.035800960037842722e-01,4.059332084070025812e-03,9.793244890153974813e-01
1.035400000000000098e+01,-3.002132867193788579e-01,4.108843284167889784e-03,9.793366149541564702e-01
1.035500000000000043e+01,-2.968246017438167517e-01,4.158040343340823654e-03,9.793487507423501714e-01
1.035599999999999987e+01,-2.934244748043602913e-01,4.206926437441175885e-03,9.793608957818512595e-01
1.035700000000000109e+01,-2.900232866607591609e-01,4.255504755167720254e-03,9.793730493030402551e-01
1.035800000000000054e+01,-2.866313527722297860e-01,4.303778487673609252e-03,9.793852107695796283e-01
1.035899999999999999e+01,-2.832589110563041856e-01,4.351750818239061291e-03,9.793973794546777523e-01
1.035999999999999943e+01,-2.799161097530642461e-01,4.399424912021102606e-03,9.794095549102441733e-01
1.036100000000000065e+01,-2.766129954068042296e-01,4.446803905892555454e-03,9.794217364373494217e-01
1.036200000000000010e+01,-2.733595009779452578e-01,4.493890898382296890e-03,9.794339232464868150e-01
1.036299999999999955e+01,-2.701654340973472235e-01,4.540688939728773285e-03,9.794461147780171295e-01
1.036400000000000077e+01,-2.670404654755672014e-01,4.587201022058470454e-03,9.794583106311998133e-01
1.036500000000000021e+01,-2.639941174787255873e-01,4.633430069701115553e-03,9.794705099687023298e-01
1.036599999999999966e+01,-2.610357528831043217e-01,4.679378929652929821e-03,9.794827121630290678e-01
1.036700000000000088e+01,-2.581745638200394488e-01,4.725050362199331895e-03,9.794949166715108957e-01
1.036800000000000033e+01,-2.554195609225471952e-01,4.770447031708114141e-03,9.795071226982842161e-01
1.036899999999999977e+01,-2.527795626850871114e-01,4.815571497604079730e-03,9.795193296092135071e-01
1.037000000000000099e+01,-2.502631850471767061e-01,4.860426205535711870e-03,9.795315367179947552e-01
1.037100000000000044e+01,-2.478788312120886461e-01,4.905013478744437924e-03,9.795437433240310465e-01
1.037199999999999989e+01,-2.456346817107080693e-01,4.949335509646652156e-03,9.795559489781940909e-01
1.037299999999999933e+01,-2.435386847211345462e-01,4.993394351638503863e-03,9.795681529485037453e-01
1.037400000000000055e+01,-2.415985466538348447e-01,5.037191911133165334e-03,9.795803550920917369e-01
1.037500000000000000e+01,-2.398217230123385613e-01,5.080729939840032162e-03,9.795925545847160576e-01
1.037599999999999945e+01,-2.382154095385537462e-01,5.124010027295049056e-03,9.796047508617332644e-01
1.037700000000000067e+01,-2.367865336521147723e-01,5.167033593651065501e-03,9.796169431826997620e-01
1.037800000000000011e+01,-2.355417461925808364e-01,5.209801882736778654e-03,9.796291310193451229e-01
1.037899999999999956e+01,-2.344874134727927828e-01,5.252315955392629181e-03,9.796413138706052681e-01
1.038000000000000078e+01,-2.336296096517989640e-01,5.294576683091581186e-03,9.796534909669989410e-01
1.038100000000000023e+01,-2.329741094350987751e-01,5.336584741852466729e-03,9.796656619495579532e-01
1.038199999999999967e+01,-2.325263811098160494e-01,5.378340606453260557e-03,9.796778262037698637e-01
1.038300000000000090e+01,-2.322915799217500354e-01,5.419844544951247373e-03,9.796899829452999642e-01
1.038400000000000034e+01,-2.322745418014673935e-01,5.461096613516766389e-03,9.797021316370992938e-01
1.038499999999999979e+01,-2.324797774454905319e-01,5.502096651586835425e-03,9.797142716117295258e-01
1.038600000000000101e+01,-2.329114667590559407e-01,5.542844277344615919e-03,9.797264026325613884e-01
1.038700000000000045e+01,-2.335734536658370386e-01,5.583338883530290786e-03,9.797385240276369478e-01
1.038799999999999990e+01,-2.344692412901246414e-01,5.623579633588599198e-03,9.797506356451998188e-01
1.038899999999999935e+01,-2.356019875164282462e-01,5.663565458157871629e-03,9.797627366560879292e-01
1.039000000000000057e+01,-2.369745009309593420e-01,5.703295051905033809e-03,9.797748263307385352e-01
1.039100000000000001e+01,-2.385892371491861730e-01,5.742766870710663135e-03,9.797869042098901193e-01
1.039199999999999946e+01,-2.404482955333361871e-01,5.781979129207804637e-03,9.797989698778606371e-01
1.039300000000000068e+01,-2.425534163030187429e-01,5.820929798677865023e-03,9.798110226218055274e-01
1.039400000000000013e+01,-2.449059780420926868e-01,5.859616605306485274e-03,9.798230621508545735e-01
1.039499999999999957e+01,-2.475069956042774133e-01,5.898037028801905376e-03,9.798350877918278190e-01
1.039600000000000080e+01,-2.503571184195912402e-01,5.936188301377973153e-03,9.798470990574459361e-01
1.039700000000000024e+01,-2.534566292033998969e-01,5.974067407103459022e-03,9.798590957179789118e-01
1.039799999999999969e+01,-2.568054430694552970e-01,6.011671081619048874e-03,9.798710772073279118e-01
1.039900000000000091e+01,-2.604031070476959808e-01,6.048995812222859002e-03,9.798830430805318681e-01
1.040000000000000036e+01,-2.642488000073249799e-01,6.086037838325042935e-03,9.798949928629892003e-01
1.040099999999999980e+01,-2.683413329854016927e-01,6.122793152271506674e-03,9.799069260763921818e-01
1.040200000000000102e+01,-2.726791499203194413e-01,6.159257500536481633e-03,9.799188423579974216e-01
1.040300000000000047e+01,-2.772603287896470148e-01,6.195426385283220663e-03,9.799307411747762986e-01
1.040399999999999991e+01,-2.820825831510770376e-01,6.231295066291648796e-03,9.799426220652655006e-01
1.040499999999999936e+01,-2.871432640848313733e-01,6.266858563251511555e-03,9.799544848354555526e-01
1.040600000000000058e+01,-2.924393625356519477e-01,6.302111658419020691e-03,9.799663290815546768e-01
1.040700000000000003e+01,-2.979675120518340270e-01,6.337048899634720525e-03,9.799781539665652907e-01
1.040799999999999947e+01,-3.037239919186379145e-01,6.371664603699770703e-03,9.799899594862102603e-01
1.040900000000000070e+01,-3.097047306827307445e-01,6.405952860107592267e-03,9.800017452026749121e-01
1.041000000000000014e+01,-3.159053100640711320e-01,6.439907535127322585e-03,9.800135107904696108e-01
1.041099999999999959e+01,-3.223209692513303581e-01,6.473522276235152591e-03,9.800252556303186147e-01
1.041200000000000081e+01,-3.289466095763101672e-01,6.506790516889265907e-03,9.800369794380208166e-01
1.041300000000000026e+01,-3.357767995625612900e-01,6.539705481643718656e-03,9.800486820553199196e-01
1.041399999999999970e+01,-3.428057803432300599e-01,6.572260191596191944e-03,9.800603629956390339e-01
1.041500000000000092e+01,-3.500274714423475264e-01,6.604447470164188233e-03,9.800720217380989308e-01
1.041600000000000037e+01,-3.574354769136444121e-01,6.636259949183884524e-03,9.800836582170904254e-01
1.041699999999999982e+01,-3.650230918308907668e-01,6.667690075325542233e-03,9.800952719723987627e-01
1.041800000000000104e+01,-3.727833091227603091e-01,6.698730116818876583e-03,9.801068628696261165e-01
1.041900000000000048e+01,-3.807088267453617170e-01,6.729372170481662599e-03,9.801184304617160947e-01
1.041999999999999993e+01,-3.887920551852341311e-01,6.759608169044277991e-03,9.801299742133585680e-01
1.042099999999999937e+01,-3.970251252848543966e-01,6.789429888762738355e-03,9.801414941612078824e-01
1.042200000000000060e+01,-4.053998963828777669e-01,6.818828957312371604e-03,9.801529900677867779e-01
1.042300000000000004e+01,-4.139079647605752310e-01,6.847796861953934187e-03,9.801644618723247548e-01
1.042399999999999949e+01,-4.225406723860992142e-01,6.876324957963765236e-03,9.801759088682175936e-01
1.042500000000000071e+01,-4.312891159473229985e-01,6.904404477319190520e-03,9.801873312227808999e-01
1.042600000000000016e+01,-4.401441561641887268e-01,6.932026537630054178e-03,9.801987287260617299e-01
1.042699999999999960e+01,-4.490964273710118526e-01,6.959182151307193726e-03,9.802101009748132032e-01
1.042800000000000082e+01,-4.581363473589212809e-01,6.985862234958094448e-03,9.802214478742986570e-01
1.042900000000000027e+01,-4.672541274682616153e-01,7.012057618999944543e-03,9.802327691336969462e-01
1.042999999999999972e+01,-4.764397829209212620e-01,7.037759057479968904e-03,9.802440646881985797e-01
1.043100000000000094e+01,-4.856831433816378718e-01,7.062957238092639270e-03,9.802553341192141723e-01
1.043200000000000038e+01,-4.949738637376548955e-01,7.087642792383194550e-03,9.802665774705553448e-01
1.043299999999999983e+01,-5.043014350858818773e-01,7.111806306126678724e-03,9.802777946765846018e-01
1.043400000000000105e+01,-5.136551959159019187e-01,7.135438329871433144e-03,9.802889857451930755e-01
1.043500000000000050e+01,-5.230243434776559175e-01,7.158529389635888938e-03,9.803001504726751580e-01
1.043599999999999994e+01,-5.323979453222432712e-01,7.181069997747164396e-03,9.803112886531847314e-01
1.043699999999999939e+01,-5.417649510037784166e-01,7.203050663810008601e-03,9.803224005233899252e-01
1.043800000000000061e+01,-5.511142039303740248e-01,7.224461905794251834e-03,9.803334857465730856e-01
1.043900000000000006e+01,-5.604344533522795935e-01,7.245294261228936265e-03,9.803445439916907977e-01
1.043999999999999950e+01,-5.697143664748313130e-01,7.265538298491039382e-03,9.803555753299575404e-01
1.044100000000000072e+01,-5.789425406836589127e-01,7.285184628176753774e-03,9.803665797305253227e-01
1.044200000000000017e+01,-5.881075158697616212e-01,7.304223914542887913e-03,9.803775572937891702e-01
1.044299999999999962e+01,-5.971977868418826274e-01,7.322646887006178940e-03,9.803885078855928414e-01
1.044400000000000084e+01,-6.062018158132890244e-01,7.340444351687971936e-03,9.803994315039116225e-01
1.044500000000000028e+01,-6.151080449502401848e-01,7.357607202991766140e-03,9.804103281429469297e-01
1.044599999999999973e+01,-6.239049089693871064e-01,7.374126435201026203e-03,9.804211976393135686e-01
1.044700000000000095e+01,-6.325808477709525812e-01,7.389993154084638360e-03,9.804320401599374568e-01
1.044800000000000040e+01,-6.411243190949987847e-01,7.405198588497287349e-03,9.804428557537143707e-01
1.044899999999999984e+01,-6.495238111874832576e-01,7.419734101962119181e-03,9.804536445116205368e-01
1.045000000000000107e+01,-6.577678554634832642e-01,7.433591204222896216e-03,9.804644066290497673e-01
1.045100000000000051e+01,-6.658450391541488322e-01,7.446761562753012251e-03,9.804751417779711264e-01
1.045199999999999996e+01,-6.737440179248692651e-01,7.459237014208633040e-03,9.804858503401406855e-01
1.045299999999999940e+01,-6.814535284512929225e-01,7.471009575813281414e-03,9.804965320989265098e-01
1.045400000000000063e+01,-6.889624009404260452e-01,7.482071456661279832e-03,9.805071872585792159e-01
1.045500000000000007e+01,-6.962595715839302590e-01,7.492415068927471902e-03,9.805178158128000643e-01
1.045599999999999952e+01,-7.033340949309581092e-01,7.502033038970692090e-03,9.805284180548178297e-01
1.045700000000000074e+01,-7.101751561674075619e-01,7.510918218318606357e-03,9.805389937951261015e-01
1.045800000000000018e+01,-7.167720832892485738e-01,7.519063694521549088e-03,9.805495433084214785e-01
1.045899999999999963e+01,-7.231143591575579510e-01,7.526462801863177676e-03,9.805600665287498297e-01
1.046000000000000085e+01,-7.291916334220991391e-01,7.533109131915811246e-03,9.805705638455416429e-01
1.046100000000000030e+01,-7.349937343020289671e-01,7.538996543928486518e-03,9.805810354865104328e-01
1.046199999999999974e+01,-7.405106802109973074e-01,7.544119175035910417e-03,9.805914812187931373e-01
1.046300000000000097e+01,-7.457326912147937970e-01,7.548471450276632994e-03,9.806019016710509906e-01
1.046400000000000041e+01,-7.506502003097043074e-01,7.552048092408907357e-03,9.806122969149961843e-01
1.046499999999999986e+01,-7.552538645098735293e-01,7.554844131512970448e-03,9.806226669023825337e-01
1.046600000000000108e+01,-7.595345757321992908e-01,7.556854914368536617e-03,9.806330119477117968e-01
1.046700000000000053e+01,-7.634834714674708644e-01,7.558076113596616866e-03,9.806433326293871877e-01
1.046799999999999997e+01,-7.670919452266470318e-01,7.558503736554950982e-03,9.806536289790743766e-01
1.046899999999999942e+01,-7.703516567514193669e-01,7.558134133976513250e-03,9.806639010810086488e-01
1.047000000000000064e+01,-7.732545419786067686e-01,7.556964008340881153e-03,9.806741492425854467e-01
1.047100000000000009e+01,-7.757928227474726324e-01,7.554990421968444704e-03,9.806843739173594088e-01
1.047199999999999953e+01,-7.779590162405858322e-01,7.552210804827665623e-03,9.806945753825011547e-01
1.047300000000000075e+01,-7.797459441477940789e-01,7.548622962045978962e-03,9.807047536588602288e-01
1.047400000000000020e+01,-7.811467415437924888e-01,7.544225081115041656e-03,9.807149090321519713e-01
1.047499999999999964e+01,-7.821548654702332737e-01,7.539015738781470501e-03,9.807250418933365355e-01
1.047600000000000087e+01,-7.827641032131197329e-01,7.532993907614409825e-03,9.807351524053060654e-01
1.047700000000000031e+01,-7.829685802667061267e-01,7.526158962241633402e-03,9.807452409162641382e-01
1.047799999999999976e+01,-7.827627679758366597e-01,7.518510685246149704e-03,9.807553077352971771e-01
1.047900000000000098e+01,-7.821414908481489903e-01,7.510049272715676842e-03,9.807653530101452244e-01
1.048000000000000043e+01,-7.810999335287602818e-01,7.500775339437527889e-03,9.807753773890329763e-01
1.048099999999999987e+01,-7.796336474299321306e-01,7.490689923732060489e-03,9.807853811658467924e-01
1.048200000000000109e+01,-7.777385570082564481e-01,7.479794491917873302e-03,9.807953645680730359e-01
1.048300000000000054e+01,-7.754109656831769115e-01,7.468090942402492993e-03,9.808053280005771812e-01
1.048399999999999999e+01,-7.726475613900972705e-01,7.455581609392629427e-03,9.808152717946150290e-01
1.048499999999999943e+01,-7.694454217620014802e-01,7.442269266218359478e-03,9.808251962546371550e-01
1.048600000000000065e+01,-7.658020189341637751e-01,7.428157128266069976e-03,9.808351017979002329e-01
1.048700000000000010e+01,-7.617152239665447855e-01,7.413248855515284369e-03,9.808449888006535167e-01
1.048799999999999955e+01,-7.571833108787713318e-01,7.397548554674934773e-03,9.808548578285766206e-01
1.048900000000000077e+01,-7.522049602934990364e-01,7.381060780915053160e-03,9.808647092171367543e-01
1.049000000000000021e+01,-7.467792626838596348e-01,7.363790539190142453e-03,9.808745434472254665e-01
1.049099999999999966e+01,-7.409057212210437005e-01,7.345743285151024385e-03,9.808843605929643550e-01
1.049200000000000088e+01,-7.345842542190190727e-01,7.326924925642234153e-03,9.808941612776054253e-01
1.049300000000000033e+01,-7.278151971733018977e-01,7.307341818782535879e-03,9.809039459288546592e-01
1.049399999999999977e+01,-7.205993043908907048e-01,7.287000773626471119e-03,9.809137152046033536e-01
1.049500000000000099e+01,-7.129377502097700159e-01,7.265909049405319328e-03,9.809234692764511321e-01
1.049600000000000044e+01,-7.048321298059314621e-01,7.244074354346211747e-03,9.809332088759016299e-01
1.049699999999999989e+01,-6.962844595863622033e-01,7.221504844068567762e-03,9.809429343485064345e-01
1.049799999999999933e+01,-6.872971771676379404e-01,7.198209119557477317e-03,9.809526459499442463e-01
1.049900000000000055e+01,-6.778731409389803231e-01,7.174196224713998149e-03,9.809623442121087056e-01
1.050000000000000000e+01,-6.680156292101950832e-01,7.149475643482850959e-03,9.809720294871004942e-01
1.050099999999999945e+01,-6.577283389444187334e-01,7.124057296558274945e-03,9.809817023479381337e-01
1.050200000000000067e+01,-6.470153840765193731e-01,7.097951537669379418e-03,9.809913632228554059e-01
1.050300000000000011e+01,-6.358812934184407961e-01,7.071169149446624759e-03,9.810010124467246628e-01
1.050399999999999956e+01,-6.243310081527018163e-01,7.043721338871512631e-03,9.810106504900780733e-01
1.050500000000000078e+01,-6.123698789161956535e-01,7.015619732312052860e-03,9.810202779573937715e-01
1.050600000000000023e+01,-6.000036624767259852e-01,6.986876370146821551e-03,9.810298951554283775e-01
1.050699999999999967e+01,-5.872385180047425823e-01,6.957503700981053016e-03,9.810395027990890249e-01
1.050800000000000090e+01,-5.740810029436023143e-01,6.927514575458371127e-03,9.810491013099833513e-01
1.050900000000000034e+01,-5.605380684821307247e-01,6.896922239672417972e-03,9.810586911633581986e-01
1.050999999999999979e+01,-5.466170546327715485e-01,6.865740328182802499e-03,9.810682728664185115e-01
1.051100000000000101e+01,-5.323256849204076602e-01,6.833982856640385094e-03,9.810778470380839833e-01
1.051200000000000045e+01,-5.176720606862535989e-01,6.801664214027156041e-03,9.810874140204717264e-01
1.051299999999999990e+01,-5.026646550115616563e-01,6.768799154516462815e-03,9.810969742742300381e-01
1.051399999999999935e+01,-4.873123062673410666e-01,6.735402788959645587e-03,9.811065287087913367e-01
1.051500000000000057e+01,-4.716242112953638044e-01,6.701490576005557538e-03,9.811160774602448731e-01
1.051600000000000001e+01,-4.556099182270006986e-01,6.667078312859801327e-03,9.811256211650322134e-01
1.051699999999999946e+01,-4.392793189460953984e-01,6.632182125690886006e-03,9.811351604042878316e-01
1.051800000000000068e+01,-4.226426412033233992e-01,6.596818459690867789e-03,9.811446955820790627e-01
1.051900000000000013e+01,-4.057104403888840416e-01,6.561004068798352053e-03,9.811542272822467714e-01
1.051999999999999957e+01,-3.884935909711680901e-01,6.524756005092158077e-03,9.811637560749748577e-01
1.052100000000000080e+01,-3.710032776096776619e-01,6.488091607864183118e-03,9.811732822436169954e-01
1.052200000000000024e+01,-3.532509859501356542e-01,6.451028492380410026e-03,9.811828063388392529e-01
1.052299999999999969e+01,-3.352484931103240084e-01,6.413584538339288897e-03,9.811923290155614152e-01
1.052400000000000091e+01,-3.170078578659385471e-01,6.375777878037015498e-03,9.812018506751075675e-01
1.052500000000000036e+01,-2.985414105452909306e-01,6.337626884249590933e-03,9.812113720176990350e-01
1.052599999999999980e+01,-2.798617426422663756e-01,6.299150157841768190e-03,9.812208934086549261e-01
1.052700000000000102e+01,-2.609816961577143823e-01,6.260366515113318167e-03,9.812304154400331990e-01
1.052800000000000047e+01,-2.419143526790086818e-01,6.221294974893307184e-03,9.812399387270105411e-01
1.052899999999999991e+01,-2.226730222079090216e-01,6.181954745393374549e-03,9.812494635731026094e-01
1.052999999999999936e+01,-2.032712317476279562e-01,6.142365210831170555e-03,9.812589906417947816e-01
1.053100000000000058e+01,-1.837227136596464305e-01,6.102545917835436144e-03,9.812685202012227936e-01
1.053200000000000003e+01,-1.640413938015297113e-01,6.062516561644433651e-03,9.812780531674472062e-01
1.053299999999999947e+01,-1.442413794563592033e-01,6.022296972109588906e-03,9.812875897364822242e-01
1.053400000000000070e+01,-1.243369470660380116e-01,5.981907099516481710e-03,9.812971304997829547e-01
1.053500000000000014e+01,-1.043425297797168916e-01,5.941367000235527225e-03,9.813066758852744265e-01
1.053599999999999959e+01,-8.427270482875229285e-02,5.900696822214771507e-03,9.813162265317091348e-01
1.053700000000000081e+01,-6.414218074087751909e-02,5.859916790327580893e-03,9.813257828964347951e-01
1.053800000000000026e+01,-4.396578440565585000e-02,5.819047191587952035e-03,9.813353457398225066e-01
1.053899999999999970e+01,-2.375844800267359891e-02,5.778108360246515460e-03,9.813449153848898820e-01
1.054000000000000092e+01,-3.535195806057128687e-03,5.737120662780317674e-03,9.813544923685291188e-01
1.054100000000000037e+01,1.668886912267429634e-02,5.696104482789613420e-03,9.813640771356754167e-01
1.054199999999999982e+01,3.689857834110561730e-02,5.655080205815088759e-03,9.813736702473515594e-01
1.054300000000000104e+01,5.707871151820476108e-02,5.614068204088923549e-03,9.813832720892452510e-01
1.054400000000000048e+01,7.721400999990063463e-02,5.573088821233243215e-03,9.813928832620725240e-01
1.054499999999999993e+01,9.728919043545536383e-02,5.532162356919639000e-03,9.814025041585590081e-01
1.054599999999999937e+01,1.172889584506868754e-01,5.491309051503376858e-03,9.814121353994148533e-01
1.054700000000000060e+01,1.371980223558446066e-01,5.450549070646054824e-03,9.814217772862159350e-01
1.054800000000000004e+01,1.570011068744995020e-01,5.409902489940481701e-03,9.814314302507767263e-01
1.054899999999999949e+01,1.766829668806464970e-01,5.369389279551571581e-03,9.814410948138404533e-01
1.055000000000000071e+01,1.962284011307713072e-01,5.329029288887011419e-03,9.814507713651696719e-01
1.055100000000000016e+01,2.156222659775647588e-01,5.288842231311562114e-03,9.814604602709124936e-01
1.055199999999999960e+01,2.348494890526766632e-01,5.248847668918691332e-03,9.814701620881108868e-01
1.055300000000000082e+01,2.538950829048724489e-01,5.209064997373391570e-03,9.814798772595476617e-01
1.055400000000000027e+01,2.727441585807027780e-01,5.169513430839728189e-03,9.814896064593759961e-01
1.055499999999999972e+01,2.913819391350450649e-01,5.130211987006935356e-03,9.814993501645720153e-01
1.055600000000000094e+01,3.097937730580826443e-01,5.091179472227503125e-03,9.815091086470643100e-01
1.055700000000000038e+01,3.279651476059581849e-01,5.052434466780809062e-03,9.815188824146137136e-01
1.055799999999999983e+01,3.458817020228413530e-01,5.013995310275673467e-03,9.815286719217134470e-01
1.055900000000000105e+01,3.635292406410987054e-01,4.975880087205141779e-03,9.815384773720037259e-01
1.056000000000000050e+01,3.808937458470737503e-01,4.938106612666610419e-03,9.815482993327465655e-01
1.056099999999999994e+01,3.979613909008082318e-01,4.900692418260395831e-03,9.815581381591425014e-01
1.056199999999999939e+01,4.147185525964082187e-01,4.863654738179566325e-03,9.815679945113502392e-01
1.056300000000000061e+01,4.311518237515804541e-01,4.827010495503812094e-03,9.815778683788169978e-01
1.056400000000000006e+01,4.472480255140742766e-01,4.790776288709863370e-03,9.815877603194766987e-01
1.056499999999999950e+01,4.629942194735536254e-01,4.754968378410869521e-03,9.815976707576926641e-01
1.056600000000000072e+01,4.783777195668377225e-01,4.719602674336881298e-03,9.816076000477995667e-01
1.056700000000000017e+01,4.933861037653746173e-01,4.684694722568417957e-03,9.816175484782689864e-01
1.056799999999999962e+01,5.080072255339090903e-01,4.650259693034872015e-03,9.816275162279414213e-01
1.056900000000000084e+01,5.222292250488995702e-01,4.616312367289273667e-03,9.816375039288913751e-01
1.057000000000000028e+01,5.360405401663261848e-01,4.582867126570682771e-03,9.816475116255761746e-01
1.057099999999999973e+01,5.494299171282392980e-01,4.549937940165253367e-03,9.816575397647603340e-01
1.057200000000000095e+01,5.623864209977391670e-01,4.517538354076719095e-03,9.816675888868640065e-01
1.057300000000000040e+01,5.748994458123979356e-01,4.485681480016830147e-03,9.816776590669461511e-01
1.057399999999999984e+01,5.869587244465723774e-01,4.454379984725908084e-03,9.816877504292309542e-01
1.057500000000000107e+01,5.985543381728658519e-01,4.423646079633470653e-03,9.816978635549278298e-01
1.057600000000000051e+01,6.096767259136690598e-01,4.393491510868533477e-03,9.817079986798777913e-01
1.057699999999999996e+01,6.203166931741697088e-01,4.363927549628915381e-03,9.817181560498138282e-01
1.057799999999999940e+01,6.304654206478430556e-01,4.334964982918501977e-03,9.817283362526554313e-01
1.057900000000000063e+01,6.401144724865109881e-01,4.306614104661161957e-03,9.817385392812373324e-01
1.058000000000000007e+01,6.492558042267978502e-01,4.278884707199609796e-03,9.817487653242020773e-01
1.058099999999999952e+01,6.578817703657666716e-01,4.251786073187236240e-03,9.817590144342644987e-01
1.058200000000000074e+01,6.659851315779208303e-01,4.225326967880477756e-03,9.817692869895288110e-01
1.058300000000000018e+01,6.735590615671211978e-01,4.199515631839048982e-03,9.817795832314273330e-01
1.058399999999999963e+01,6.805971535467620903e-01,4.174359774040881620e-03,9.817899034181782891e-01
1.058500000000000085e+01,6.870934263418023713e-01,4.149866565418368694e-03,9.818002479131140436e-01
1.058600000000000030e+01,6.930423301069823516e-01,4.126042632821979618e-03,9.818106167534929041e-01
1.058699999999999974e+01,6.984387516557952758e-01,4.102894053417084283e-03,9.818210102070176193e-01
1.058800000000000097e+01,7.032780193949452752e-01,4.080426349519314377e-03,9.818314284538576242e-01
