t,J,phi,r
7.958000000000000185e+00,1.071429396675146695e+00,-1.150381016982400875e-02,9.476386427751622987e-01
7.959000000000000519e+00,1.081189222439009168e+00,-1.151134840822625079e-02,9.476707424746935171e-01
7.959999999999999964e+00,1.090557741426089411e+00,-1.151775989964926375e-02,9.477029042001290371e-01
7.961000000000000298e+00,1.099519432881832071e+00,-1.152303519469969825e-02,9.477351275846040979e-01
7.961999999999999744e+00,1.108059044646687141e+00,-1.152716525486079113e-02,9.477674119819481380e-01
7.963000000000000078e+00,1.116161610656096315e+00,-1.153014146780006674e-02,9.477997566780893557e-01
7.964000000000000412e+00,1.123812468198822412e+00,-1.153195566239000741e-02,9.478321615227611741e-01
7.964999999999999858e+00,1.130997274916390349e+00,-1.153260012342436150e-02,9.478646260721664829e-01
7.966000000000000192e+00,1.137702025525202831e+00,-1.153206760601305572e-02,9.478971492884092909e-01
7.967000000000000526e+00,1.143913068244250208e+00,-1.153035134963889367e-02,9.479297307562940533e-01
7.967999999999999972e+00,1.149617120911484047e+00,-1.152744509185949472e-02,9.479623700782657814e-01
7.969000000000000306e+00,1.154801286771606872e+00,-1.152334308163839235e-02,9.479950669306090871e-01
7.969999999999999751e+00,1.159453069918834345e+00,-1.151804009228931357e-02,9.480278204008882881e-01
7.971000000000000085e+00,1.163560390378697518e+00,-1.151153143401823647e-02,9.480606300674107034e-01
7.972000000000000419e+00,1.167111598812613060e+00,-1.150381296604797814e-02,9.480934953707497170e-01
7.972999999999999865e+00,1.170095490830065144e+00,-1.149488110831061588e-02,9.481264156672076782e-01
7.974000000000000199e+00,1.172501320893040155e+00,-1.148473285269329888e-02,9.481593900231561900e-01
7.975000000000000533e+00,1.174318815798126137e+00,-1.147336577382355137e-02,9.481924179442942080e-01
7.975999999999999979e+00,1.175538187721919536e+00,-1.146077803938044815e-02,9.482254984851338220e-01
7.977000000000000313e+00,1.176150146815670539e+00,-1.144696841991860170e-02,9.482586306702309731e-01
7.977999999999999758e+00,1.176145913336051674e+00,-1.143193629819226967e-02,9.482918139143041714e-01
7.979000000000000092e+00,1.175517229298648214e+00,-1.141568167796742743e-02,9.483250474414169906e-01
7.980000000000000426e+00,1.174256369641922149e+00,-1.139820519231007565e-02,9.483583307400512696e-01
7.980999999999999872e+00,1.172356152889351799e+00,-1.137950811133951051e-02,9.483916629672771714e-01
7.982000000000000206e+00,1.169809951298287132e+00,-1.135959234943595408e-02,9.484250426374675191e-01
7.983000000000000540e+00,1.166611700484378789e+00,-1.133846047189222307e-02,9.484584693904100083e-01
7.983999999999999986e+00,1.162755908511022174e+00,-1.131611570099980320e-02,9.484919425441777907e-01
7.985000000000000320e+00,1.158237664433687142e+00,-1.129256192156023395e-02,9.485254608734396964e-01
7.985999999999999766e+00,1.153052646289772998e+00,-1.126780368581310060e-02,9.485590234963845457e-01
7.987000000000000099e+00,1.147197128524836796e+00,-1.124184621777272672e-02,9.485926296725709639e-01
7.988000000000000433e+00,1.140667988846723269e+00,-1.121469541696597412e-02,9.486262782903865931e-01
7.988999999999999879e+00,1.133462714500030666e+00,-1.118635786156432950e-02,9.486599684280315747e-01
7.990000000000000213e+00,1.125579407953267053e+00,-1.115684081090395977e-02,9.486936991358564386e-01
7.991000000000000547e+00,1.117016791991999547e+00,-1.112615220738792654e-02,9.487274695746247266e-01
7.991999999999999993e+00,1.107774214212213115e+00,-1.109430067776553779e-02,9.487612787346085819e-01
7.993000000000000327e+00,1.097851650907843313e+00,-1.106129553378424474e-02,9.487951252425661508e-01
7.993999999999999773e+00,1.087249710347774068e+00,-1.102714677221017063e-02,9.488290082416284132e-01
7.995000000000000107e+00,1.075969635437871386e+00,-1.099186507421397001e-02,9.488629268664994232e-01
7.996000000000000441e+00,1.064013305764454742e+00,-1.095546180411931594e-02,9.488968799917856245e-01
7.996999999999999886e+00,1.051383239015765358e+00,-1.091794900751198380e-02,9.489308662802402594e-01
7.998000000000000220e+00,1.038082591779029729e+00,-1.087933940870801364e-02,9.489648848621137223e-01
7.999000000000000554e+00,1.024115159711410650e+00,-1.083964640758021576e-02,9.489989345617567684e-01
8.000000000000000000e+00,1.009485377083146007e+00,-1.079888407574276440e-02,9.490330142112775036e-01
8.000999999999999446e+00,9.941983156924160125e-01,-1.075706715209435137e-02,9.490671229755113236e-01
8.002000000000000668e+00,9.782596831519019265e-01,-1.071421103772095783e-02,9.491012594351239118e-01
8.003000000000000114e+00,9.616758205476868548e-01,-1.067033179015995821e-02,9.491354226800078342e-01
8.003999999999999559e+00,9.444536994710692746e-01,-1.062544611702788237e-02,9.491696115389766097e-01
8.005000000000000782e+00,9.266009184259672571e-01,-1.057957136901478343e-02,9.492038247234053649e-01
8.006000000000000227e+00,9.081256986139096821e-01,-1.053272553224883501e-02,9.492380611748756358e-01
8.006999999999999673e+00,8.890368790991807213e-01,-1.048492722003532655e-02,9.492723195914539724e-01
8.008000000000000895e+00,8.693439113586620692e-01,-1.043619566397491899e-02,9.493065991878631982e-01
8.009000000000000341e+00,8.490568532202055207e-01,-1.038655070446664434e-02,9.493408984100868420e-01
8.009999999999999787e+00,8.281863621938383435e-01,-1.033601278060163747e-02,9.493752158053586632e-01
8.011000000000001009e+00,8.067436882024582312e-01,-1.028460291945437061e-02,9.494095501768506917e-01
8.012000000000000455e+00,7.847406657170532540e-01,-1.023234272477858975e-02,9.494439004242508640e-01
8.012999999999999901e+00,7.621897053033981351e-01,-1.017925436511590495e-02,9.494782654321840543e-01
8.013999999999999346e+00,7.391037845878718482e-01,-1.012536056132544611e-02,9.495126441381004367e-01
8.015000000000000568e+00,7.154964386494258033e-01,-1.007068457354368986e-02,9.495470350683096195e-01
8.016000000000000014e+00,6.913817498470341549e-01,-1.001525018758403322e-02,9.495814371672648413e-01
8.016999999999999460e+00,6.667743370906127343e-01,-9.959081700786364538e-03,9.496158490170906186e-01
8.018000000000000682e+00,6.416893445655589279e-01,-9.902203907327366064e-03,9.496502696279147671e-01
8.019000000000000128e+00,6.161424299209801170e-01,-9.844642083002843116e-03,9.496846974757424675e-01
8.019999999999999574e+00,5.901497519316312168e-01,-9.786421969493950407e-03,9.497191311001151881e-01
8.021000000000000796e+00,5.637279576451355023e-01,-9.727569758129666830e-03,9.497535694147324348e-01
8.022000000000000242e+00,5.368941690264581457e-01,-9.668112073158435446e-03,9.497880113801469015e-01
8.022999999999999687e+00,5.096659691105077661e-01,-9.608075954542334707e-03,9.498224556256372741e-01
8.024000000000000909e+00,4.820613876769557771e-01,-9.547488840287700340e-03,9.498569010754611686e-01
8.025000000000000355e+00,4.540988864597474417e-01,-9.486378548326559676e-03,9.498913460922187024e-01
8.025999999999999801e+00,4.257973439041918828e-01,-9.424773257963703355e-03,9.499257892515445834e-01
8.027000000000001023e+00,3.971760394870538224e-01,-9.362701490904725907e-03,9.499602299003911954e-01
8.028000000000000469e+00,3.682546376132675991e-01,-9.300192091880708431e-03,9.499946666123511019e-01
8.028999999999999915e+00,3.390531711037437779e-01,-9.237274208885783849e-03,9.500290976751876171e-01
8.029999999999999361e+00,3.095920242907707620e-01,-9.173977273044081962e-03,9.500635218953799033e-01
8.031000000000000583e+00,2.798919157357942500e-01,-9.110330978123051121e-03,9.500979379792570123e-01
8.032000000000000028e+00,2.499738805859960111e-01,-9.046365259710514167e-03,9.501323448710693453e-01
8.032999999999999474e+00,2.198592525858995006e-01,-8.982110274073145870e-03,9.501667409467094982e-01
8.034000000000000696e+00,1.895696457612835450e-01,-8.917596376714432074e-03,9.502011252609978698e-01
8.035000000000000142e+00,1.591269357921676897e-01,-8.852854100650495162e-03,9.502354963807470023e-01
8.035999999999999588e+00,1.285532410921136903e-01,-8.787914134422508683e-03,9.502698532809978893e-01
8.037000000000000810e+00,9.787090361237310576e-02,-8.722807299864666908e-03,9.503041946137221752e-01
8.038000000000000256e+00,6.710246938823741236e-02,-8.657564529646957774e-03,9.503385191388687980e-01
8.038999999999999702e+00,3.627066884599261520e-02,-8.592216844612362431e-03,9.503728256667838270e-01
8.040000000000000924e+00,5.398396889478906946e-03,-8.526795330928130592e-03,9.504071130204453377e-01
8.041000000000000369e+00,-2.549130721532055777e-02,-8.461331117071226732e-03,9.504413799246836936e-01
8.041999999999999815e+00,-5.637528013880238609e-02,-8.395855350668102873e-03,9.504756251313608573e-01
8.043000000000001037e+00,-8.723025494980982120e-02,-8.330399175209172308e-03,9.505098475023626703e-01
8.044000000000000483e+00,-1.180328817216625970e-01,-8.264993706658526826e-03,9.505440459678613507e-01
8.044999999999999929e+00,-1.487597482636201784e-01,-8.199670009979665580e-03,9.505782189686716732e-01
8.045999999999999375e+00,-1.793874009569617900e-01,-8.134459075597922154e-03,9.506123656344026562e-01
8.047000000000000597e+00,-2.098923656765753765e-01,-8.069391795820652843e-03,9.506464843852168167e-01
8.048000000000000043e+00,-2.402511687776373861e-01,-8.004498941236087850e-03,9.506805740393311499e-01
8.048999999999999488e+00,-2.704403581284929303e-01,-7.939811137112017664e-03,9.507146339636838306e-01
8.050000000000000711e+00,-3.004365241681680732e-01,-7.875358839815346443e-03,9.507486630440109554e-01
8.051000000000000156e+00,-3.302163209694339296e-01,-7.811172313273759271e-03,9.507826599698703252e-01
8.051999999999999602e+00,-3.597564872876185538e-01,-7.747281605500577588e-03,9.508166236268362770e-01
8.053000000000000824e+00,-3.890338675740019347e-01,-7.683716525204000239e-03,9.508505526555689480e-01
8.054000000000000270e+00,-4.180254329344168518e-01,-7.620506618501826125e-03,9.508844458037101210e-01
8.054999999999999716e+00,-4.467083020132747717e-01,-7.557681145762714520e-03,9.509183024664396022e-01
8.056000000000000938e+00,-4.750597617822926999e-01,-7.495269058594934176e-03,9.509521210457758666e-01
8.057000000000000384e+00,-5.030572882143122815e-01,-7.433298977003558426e-03,9.509859007252474683e-01
8.057999999999999829e+00,-5.306785668230591391e-01,-7.371799166736796305e-03,9.510196403498970552e-01
8.059000000000001052e+00,-5.579015130479474394e-01,-7.310797516842170579e-03,9.510533388917770115e-01
8.060000000000000497e+00,-5.847042924652645635e-01,-7.250321517452963833e-03,9.510869953793964493e-01
8.060999999999999943e+00,-6.110653408062116654e-01,-7.190398237825298272e-03,9.511206085000103450e-01
8.061999999999999389e+00,-6.369633837621384576e-01,-7.131054304645915651e-03,9.511541773119785992e-01
8.063000000000000611e+00,-6.623774565585018870e-01,-7.072315880630618799e-03,9.511877010879827843e-01
8.064000000000000057e+00,-6.872869232780877136e-01,-7.014208643432964969e-03,9.512211788500452014e-01
8.064999999999999503e+00,-7.116714959157888210e-01,-6.956757764882755268e-03,9.512546095878253727e-01
8.066000000000000725e+00,-7.355112531455467728e-01,-6.899987890573320605e-03,9.512879924108064156e-01
8.067000000000000171e+00,-7.587866587819822595e-01,-6.843923119816609779e-03,9.513213259010967482e-01
8.067999999999999616e+00,-7.814785799190893112e-01,-6.788586985984553651e-03,9.513546095918886669e-01
8.069000000000000838e+00,-8.035683047279037483e-01,-6.734002437254962489e-03,9.513878422956029146e-01
8.070000000000000284e+00,-8.250375598961481316e-01,-6.680191817779862311e-03,9.514210230442896599e-01
8.070999999999999730e+00,-8.458685276936215303e-01,-6.627176849293800465e-03,9.514541510119033374e-01
8.072000000000000952e+00,-8.660438626457325206e-01,-6.574978613179244778e-03,9.514872254077575420e-01
8.073000000000000398e+00,-8.855467077997950520e-01,-6.523617533005936046e-03,9.515202455467016707e-01
8.073999999999999844e+00,-9.043607105684328129e-01,-6.473113357560405720e-03,9.515532103693946642e-01
8.074999999999999289e+00,-9.224700381340433797e-01,-6.423485144381769173e-03,9.515861195397257166e-01
8.076000000000000512e+00,-9.398593924000917532e-01,-6.374751243819119957e-03,9.516189720776834227e-01
8.076999999999999957e+00,-9.565140244740669706e-01,-6.326929283625700416e-03,9.516517675053871583e-01
8.077999999999999403e+00,-9.724197486688443970e-01,-6.280036154104330984e-03,9.516845049360733721e-01
8.079000000000000625e+00,-9.875629560079619562e-01,-6.234087993818237909e-03,9.517171837690848735e-01
8.080000000000000071e+00,-1.001930627222135994e+00,-6.189100175880817185e-03,9.517498032484994486e-01
8.080999999999999517e+00,-1.015510345224460043e+00,-6.145087294837489091e-03,9.517823624048737940e-01
8.082000000000000739e+00,-1.028290307051730412e+00,-6.102063154152111667e-03,9.518148605994014577e-01
8.083000000000000185e+00,-1.040259335260355300e+00,-6.060040754310062373e-03,9.518472974188456615e-01
8.083999999999999631e+00,-1.051406888766032832e+00,-6.019032281549374641e-03,9.518796722672537847e-01
8.085000000000000853e+00,-1.061723073116058735e+00,-5.979049097230913594e-03,9.519119841827810014e-01
8.086000000000000298e+00,-1.071198650184434609e+00,-5.940101727857910810e-03,9.519442326107500074e-01
8.086999999999999744e+00,-1.079825047280439154e+00,-5.902199855754626349e-03,9.519764173915546968e-01
8.088000000000000966e+00,-1.087594365661220586e+00,-5.865352310413275705e-03,9.520085377668487947e-01
8.089000000000000412e+00,-1.094499388440348664e+00,-5.829567060517911771e-03,9.520405934772381285e-01
8.089999999999999858e+00,-1.100533587884506836e+00,-5.794851206653105387e-03,9.520725840855142064e-01
8.090999999999999304e+00,-1.105691132090798501e+00,-5.761210974704875087e-03,9.521045089292659025e-01
8.092000000000000526e+00,-1.109966891038272951e+00,-5.728651709960558627e-03,9.521363671343743285e-01
8.092999999999999972e+00,-1.113356442007478853e+00,-5.697177871913746382e-03,9.521681584246663999e-01
8.093999999999999417e+00,-1.115856074362622907e+00,-5.666793029779775698e-03,9.521998827756394945e-01
8.095000000000000639e+00,-1.117462793691462064e+00,-5.637499858726579237e-03,9.522315392338505102e-01
8.096000000000000085e+00,-1.118174325298713523e+00,-5.609300136825117432e-03,9.522631276652060439e-01
8.096999999999999531e+00,-1.117989117049327241e+00,-5.582194742722895731e-03,9.522946477339053750e-01
8.098000000000000753e+00,-1.116906341558644433e+00,-5.556183654043497441e-03,9.523260989283681699e-01
8.099000000000000199e+00,-1.114925897727090609e+00,-5.531265946514349156e-03,9.523574810799203538e-01
8.099999999999999645e+00,-1.112048411617544641e+00,-5.507439793824264393e-03,9.523887939017141591e-01
8.101000000000000867e+00,-1.108275236674392650e+00,-5.484702468211730825e-03,9.524200370364600543e-01
8.102000000000000313e+00,-1.103608453283741797e+00,-5.463050341784151005e-03,9.524512106969124092e-01
8.102999999999999758e+00,-1.098050867674789099e+00,-5.442478888567663618e-03,9.524823142200118387e-01
8.104000000000000981e+00,-1.091606010163312268e+00,-5.422982687286431562e-03,9.525133476110646535e-01
8.105000000000000426e+00,-1.084278132738634381e+00,-5.404555424869712452e-03,9.525443107643429830e-01
8.105999999999999872e+00,-1.076072205995846964e+00,-5.387189900684292466e-03,9.525752035154915198e-01
8.106999999999999318e+00,-1.066993915416354355e+00,-5.370878031489245176e-03,9.526060253193708860e-01
8.108000000000000540e+00,-1.057049656999585974e+00,-5.355610857109297830e-03,9.526367765390996167e-01
8.108999999999999986e+00,-1.046246532250154626e+00,-5.341378546822478715e-03,9.526674566593990034e-01
8.109999999999999432e+00,-1.034592342524589981e+00,-5.328170406457020079e-03,9.526980657159052068e-01
8.111000000000000654e+00,-1.022095582743046460e+00,-5.315974886191876178e-03,9.527286036779012424e-01
8.112000000000000099e+00,-1.008765434471702083e+00,-5.304779589054570664e-03,9.527590707058813946e-01
8.112999999999999545e+00,-9.946117583819118479e-01,-5.294571280109463922e-03,9.527894666696909987e-01
8.114000000000000767e+00,-9.796450860933125782e-01,-5.285335896328902973e-03,9.528197918728382732e-01
8.115000000000000213e+00,-9.638766114083769931e-01,-5.277058557139066922e-03,9.528500462843848551e-01
8.115999999999999659e+00,-9.473181809462934977e-01,-5.269723575631760602e-03,9.528802297755259998e-01
8.117000000000000881e+00,-9.299822841849876287e-01,-5.263314470432761162e-03,9.529103424109525156e-01
8.118000000000000327e+00,-9.118820429207575851e-01,-5.257813978216780218e-03,9.529403844732881046e-01
8.118999999999999773e+00,-8.930312001546052425e-01,-5.253204066858415539e-03,9.529703561007775159e-01
8.120000000000000995e+00,-8.734441084164398239e-01,-5.249465949208034256e-03,9.530002571620829199e-01
8.121000000000000441e+00,-8.531357175376290680e-01,-5.246580097480854805e-03,9.530300882021145448e-01
8.121999999999999886e+00,-8.321215618829741478e-01,-5.244526258246944884e-03,9.530598494307881419e-01
8.122999999999999332e+00,-8.104177470547242468e-01,-5.243283468009416436e-03,9.530895410056268169e-01
8.124000000000000554e+00,-7.880409360805283869e-01,-5.242830069357384826e-03,9.531191630122778369e-01
8.125000000000000000e+00,-7.650083350984838715e-01,-5.243143727679945403e-03,9.531487155866213978e-01
8.125999999999999446e+00,-7.413376785522627355e-01,-5.244201448426765756e-03,9.531781993516814655e-01
